time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
juventude;americamineiro;0;0;0;2;10;2;0;2;0;13;17;5;8;8;9;18;16;53;47;brazilgaucho;;8;17;2020;juventude_bra;americamineiro_bra
avai;botafogosp;0;1;1;5;5;3;1;2;0;6;22;0;7;6;15;17;21;46;54;brazilcopa;;8;18;2020;avai_bra;botafogosp_bra
operariopr;csa;3;0;3;6;3;1;0;4;0;10;10;7;2;3;8;21;21;47;53;brazilserie;;8;18;2020;operariopr_bra;csa_bra
oeste;pontepreta;1;3;4;5;6;2;0;1;0;11;11;5;6;6;5;19;14;40;60;brazilserie;;8;18;2020;oeste_bra;pontepreta_bra
crb;brasildepelotas;1;0;1;11;2;2;0;3;0;18;6;7;2;11;4;12;16;66;34;brazilserie;;8;19;2020;crb_bra;brasildepelotas_bra
guarani;parana;1;2;3;3;8;3;0;1;0;18;11;5;6;13;5;17;16;58;42;southamerica;;8;19;2020;guarani_bra;parana_bra
cuiaba;confiança;1;0;1;1;3;2;0;1;0;8;13;4;3;4;10;17;21;51;49;brazilserie;;8;19;2020;cuiaba_bra;confiança_bra
vitoria;nautico;0;0;0;6;6;2;1;1;0;15;12;3;3;12;9;20;16;57;43;southamerica;;8;20;2020;vitoria_bra;nautico_bra
cruzeiro;chapecoense;0;1;1;12;2;0;0;3;0;16;11;2;4;14;7;13;15;68;32;southamerica;;8;21;2020;cruzeiro_bra;chapecoense_bra
americamineiro;oeste;2;1;3;8;3;2;0;0;0;20;7;8;5;12;2;15;14;55;45;brazilserie;;8;21;2020;americamineiro_bra;oeste_bra
pontepreta;csa;2;1;3;6;3;2;0;3;0;16;7;6;4;10;3;5;8;56;44;brazilcopa;;8;22;2020;pontepreta_bra;csa_bra
avai;cuiaba;0;2;2;7;7;1;0;2;0;11;10;6;5;5;5;14;24;51;49;brazilcopa;;8;22;2020;avai_bra;cuiaba_bra
botafogosp;figueirense;0;1;1;5;4;3;0;3;0;14;11;5;4;9;7;16;17;56;44;brazilserie;;8;22;2020;botafogosp_bra;figueirense_bra
nautico;juventude;3;3;6;6;8;2;1;5;0;15;16;9;5;6;11;15;23;47;53;europeuefa;;8;22;2020;nautico_bra;juventude_bra
crb;vitoria;2;2;4;2;3;2;0;1;0;10;13;5;5;5;8;11;10;45;55;brazilserie;;8;22;2020;crb_bra;vitoria_bra
parana;operariopr;0;0;0;6;6;1;0;1;0;18;12;6;7;12;5;18;13;60;40;brazilcopa;;8;23;2020;parana_bra;operariopr_bra
confiança;cruzeiro;1;1;2;3;3;1;0;0;0;9;10;3;5;6;5;18;14;39;61;brazilserie;;8;23;2020;confiança_bra;cruzeiro_bra
chapecoense;guarani;2;0;2;4;5;6;0;3;1;15;14;4;5;11;9;15;11;54;46;brazilserie;;8;24;2020;chapecoense_bra;guarani_bra
oeste;avai;0;2;2;5;8;1;0;2;0;19;9;5;5;14;4;16;20;60;40;brazilserie;;8;28;2020;oeste_bra;avai_bra
cuiaba;chapecoense;2;1;3;8;1;1;1;2;1;17;5;5;3;12;2;15;15;60;40;brazilserie;;8;28;2020;cuiaba_bra;chapecoense_bra
guarani;nautico;1;2;3;6;8;3;0;4;0;17;17;4;6;13;11;25;21;49;51;southamerica;;8;29;2020;guarani_bra;nautico_bra
juventude;botafogosp;0;0;0;7;3;1;0;2;0;10;7;2;0;8;7;16;15;61;39;brazilgaucho;;8;29;2020;juventude_bra;botafogosp_bra
vitoria;parana;1;0;1;7;4;1;0;4;0;17;18;7;9;10;9;11;18;46;54;southamerica;;8;29;2020;vitoria_bra;parana_bra
figueirense;confiança;0;0;0;1;5;2;0;3;0;8;7;5;3;3;4;14;18;62;38;southamerica;;8;29;2020;figueirense_bra;confiança_bra
cruzeiro;americamineiro;1;2;3;8;6;2;0;2;0;11;8;5;5;6;3;20;23;60;40;southamerica;;8;29;2020;cruzeiro_bra;americamineiro_bra
sampaiocorrea;pontepreta;1;2;3;6;8;3;0;2;0;15;9;7;5;8;4;12;24;59;41;brazilserie;;8;30;2020;sampaiocorrea_bra;pontepreta_bra
operariopr;brasildepelotas;2;1;3;4;3;5;0;2;0;11;10;7;4;4;6;22;5;46;54;brazilserie;;8;30;2020;operariopr_bra;brasildepelotas_bra
csa;crb;0;2;2;5;4;5;0;4;0;11;8;3;5;8;3;16;20;51;49;brazilcopa;6931;8;30;2020;csa_bra;crb_bra
guarani;oeste;1;1;2;4;10;1;0;3;0;8;9;6;4;2;5;11;13;52;48;southamerica;;8;31;2020;guarani_bra;oeste_bra
botafogosp;cuiaba;1;1;2;6;2;4;0;2;0;12;12;6;3;6;9;20;20;57;43;brazilserie;;9;1;2020;botafogosp_bra;cuiaba_bra
parana;pontepreta;2;1;3;3;8;4;0;2;0;13;15;6;3;7;12;23;22;57;43;brazilcopa;;9;1;2020;parana_bra;pontepreta_bra
chapecoense;juventude;1;0;1;6;8;1;0;1;0;12;9;6;4;6;5;9;20;50;50;brazilserie;;9;1;2020;chapecoense_bra;juventude_bra
nautico;figueirense;1;0;1;4;7;0;0;2;0;17;11;4;3;13;8;16;17;56;44;europeuefa;;9;2;2020;nautico_bra;figueirense_bra
confiança;vitoria;1;0;1;7;3;2;0;1;0;17;12;4;3;13;9;23;7;38;62;brazilserie;;9;2;2020;confiança_bra;vitoria_bra
avai;operariopr;2;0;2;4;12;3;0;3;0;10;11;6;4;4;7;16;15;37;63;brazilcopa;;9;2;2020;avai_bra;operariopr_bra
americamineiro;csa;2;1;3;4;2;2;0;1;0;22;10;7;3;15;7;10;20;57;43;brazilserie;;9;2;2020;americamineiro_bra;csa_bra
crb;sampaiocorrea;2;2;4;6;3;0;0;1;0;20;7;5;5;15;2;15;13;65;35;brazilserie;;9;2;2020;crb_bra;sampaiocorrea_bra
brasildepelotas;cruzeiro;1;0;1;0;5;2;0;2;0;7;22;3;5;4;17;22;18;42;58;brazilserie;;9;3;2020;brasildepelotas_bra;cruzeiro_bra
figueirense;parana;0;1;1;2;2;3;0;4;0;7;11;4;5;3;6;19;28;50;50;southamerica;;9;4;2020;figueirense_bra;parana_bra
pontepreta;botafogosp;1;0;1;4;4;3;1;3;1;11;18;3;4;8;14;18;12;52;48;brazilcopa;;9;5;2020;pontepreta_bra;botafogosp_bra
oeste;juventude;1;3;4;9;4;2;0;4;0;16;10;4;4;12;6;18;25;58;42;brazilserie;;9;5;2020;oeste_bra;juventude_bra
csa;confiança;1;1;2;2;3;4;1;2;0;7;17;3;9;4;8;30;15;39;61;brazilcopa;;9;5;2020;csa_bra;confiança_bra
vitoria;cuiaba;4;2;6;3;9;6;1;6;2;14;16;8;9;6;7;0;0;57;43;southamerica;;9;5;2020;vitoria_bra;cuiaba_bra
operariopr;guarani;1;2;3;1;6;4;0;2;0;12;11;5;4;7;7;25;19;53;47;brazilserie;;9;5;2020;operariopr_bra;guarani_bra
sampaiocorrea;americamineiro;1;0;1;2;4;3;0;4;0;7;13;3;3;4;10;16;19;47;53;brazilserie;;9;5;2020;sampaiocorrea_bra;americamineiro_bra
brasildepelotas;nautico;2;1;3;4;3;2;0;4;0;11;17;3;5;8;12;18;15;31;69;brazilserie;;9;6;2020;brasildepelotas_bra;nautico_bra
chapecoense;avai;1;0;1;4;3;5;0;2;0;11;15;5;5;6;10;24;14;50;50;brazilserie;;9;6;2020;chapecoense_bra;avai_bra
cruzeiro;crb;1;1;2;5;3;2;0;1;0;9;6;3;4;6;2;11;18;48;52;southamerica;6931;9;7;2020;cruzeiro_bra;crb_bra
juventude;confiança;3;1;4;3;0;1;0;1;0;15;12;7;5;8;7;10;11;61;39;brazilgaucho;;9;8;2020;juventude_bra;confiança_bra
cuiaba;figueirense;0;0;0;1;7;2;0;4;1;13;19;2;5;11;14;14;13;50;50;brazilserie;;9;9;2020;cuiaba_bra;figueirense_bra
parana;americamineiro;0;1;1;5;6;1;0;2;0;10;7;2;0;8;7;15;8;55;45;brazilcopa;;9;9;2020;parana_bra;americamineiro_bra
avai;pontepreta;0;1;1;10;6;2;0;1;0;10;13;5;6;5;7;18;26;44;56;brazilcopa;;9;11;2020;avai_bra;pontepreta_bra
cruzeiro;vitoria;1;0;1;11;4;2;0;3;0;13;9;5;4;8;5;18;8;53;47;southamerica;;9;12;2020;cruzeiro_bra;vitoria_bra
guarani;brasildepelotas;0;0;0;4;4;2;0;3;0;16;10;4;2;12;8;18;12;61;39;southamerica;;9;12;2020;guarani_bra;brasildepelotas_bra
sampaiocorrea;operariopr;0;1;1;3;2;2;0;2;0;16;8;5;4;11;4;16;16;48;52;brazilserie;;9;12;2020;sampaiocorrea_bra;operariopr_bra
nautico;botafogosp;3;1;4;1;5;2;0;3;0;10;20;5;9;5;11;25;22;49;51;europeuefa;;9;12;2020;nautico_bra;botafogosp_bra
oeste;csa;2;1;3;5;10;5;0;2;0;14;15;6;7;8;8;21;15;54;46;brazilserie;;9;13;2020;oeste_bra;csa_bra
parana;crb;2;0;2;4;2;1;0;5;0;10;9;6;3;4;6;17;17;46;54;brazilcopa;;9;14;2020;parana_bra;crb_bra
juventude;vitoria;1;1;2;5;5;2;0;2;0;14;12;8;4;6;8;18;14;46;54;brazilgaucho;;9;14;2020;juventude_bra;vitoria_bra
confiança;avai;2;2;4;5;4;6;1;4;0;12;7;6;5;6;2;21;13;53;47;brazilserie;;9;15;2020;confiança_bra;avai_bra
csa;cuiaba;1;2;3;7;4;5;0;1;0;19;16;7;9;12;7;23;11;47;53;brazilcopa;;9;16;2020;csa_bra;cuiaba_bra
confiança;guarani;1;0;1;4;4;3;0;2;0;9;7;2;2;7;5;21;22;36;64;brazilserie;;9;18;2020;confiança_bra;guarani_bra
nautico;chapecoense;1;1;2;6;6;3;0;2;0;18;7;8;3;10;4;17;14;57;43;europeuefa;;9;19;2020;nautico_bra;chapecoense_bra
americamineiro;figueirense;0;1;1;8;1;2;0;4;0;18;9;4;5;14;4;12;9;58;42;brazilserie;;9;19;2020;americamineiro_bra;figueirense_bra
pontepreta;operariopr;1;1;2;5;8;3;0;1;0;19;10;7;4;12;6;26;16;51;49;brazilcopa;;9;19;2020;pontepreta_bra;operariopr_bra
csa;cruzeiro;3;1;4;4;9;3;1;1;0;9;14;5;7;4;7;14;9;29;71;brazilcopa;;9;20;2020;csa_bra;cruzeiro_bra
cuiaba;oeste;3;0;3;4;1;2;0;4;0;18;7;12;2;6;5;11;22;56;44;brazilserie;;9;20;2020;cuiaba_bra;oeste_bra
avai;sampaiocorrea;2;5;7;7;0;3;0;0;0;15;15;7;9;8;6;18;22;65;35;brazilcopa;;9;20;2020;avai_bra;sampaiocorrea_bra
botafogosp;brasildepelotas;0;1;1;6;3;1;0;4;0;9;11;2;7;7;4;17;16;53;47;brazilserie;;9;21;2020;botafogosp_bra;brasildepelotas_bra
operariopr;cuiaba;1;1;2;5;3;0;0;0;0;11;10;5;3;6;7;13;24;46;54;brazilserie;;9;22;2020;operariopr_bra;cuiaba_bra
botafogosp;crb;1;2;3;12;2;3;0;3;1;26;6;11;5;15;1;19;18;72;28;brazilserie;;9;25;2020;botafogosp_bra;crb_bra
chapecoense;americamineiro;0;0;0;3;2;4;0;3;0;13;17;6;5;7;12;18;6;50;50;brazilserie;;9;25;2020;chapecoense_bra;americamineiro_bra
cruzeiro;avai;0;1;1;15;3;4;0;2;0;30;6;7;3;23;3;20;18;72;28;southamerica;;9;26;2020;cruzeiro_bra;avai_bra
figueirense;guarani;2;2;4;3;4;1;0;2;0;8;11;4;5;4;6;11;21;53;47;southamerica;;9;26;2020;figueirense_bra;guarani_bra
csa;juventude;3;2;5;1;12;3;0;2;0;12;13;7;4;5;9;14;12;36;64;brazilcopa;;9;26;2020;csa_bra;juventude_bra
vitoria;oeste;3;1;4;8;5;0;0;2;0;22;9;9;3;13;6;7;25;76;24;southamerica;;9;26;2020;vitoria_bra;oeste_bra
brasildepelotas;parana;1;1;2;4;4;2;0;1;0;10;11;4;3;6;8;9;11;39;61;brazilserie;;9;26;2020;brasildepelotas_bra;parana_bra
pontepreta;confiança;2;1;3;4;3;3;0;5;0;7;11;5;3;2;8;17;22;61;39;brazilcopa;;9;27;2020;pontepreta_bra;confiança_bra
crb;americamineiro;0;0;0;4;10;1;0;0;0;15;18;7;3;8;15;18;17;48;52;brazilserie;;9;28;2020;crb_bra;americamineiro_bra
avai;figueirense;1;0;1;4;4;3;0;4;1;14;7;4;3;10;4;16;14;35;65;brazilcopa;;9;29;2020;avai_bra;figueirense_bra
juventude;operariopr;1;0;1;10;3;1;0;2;0;14;10;5;3;9;7;20;15;53;47;brazilgaucho;;9;29;2020;juventude_bra;operariopr_bra
vitoria;csa;0;1;1;8;3;0;0;1;0;19;11;6;4;13;7;4;15;70;30;southamerica;;9;29;2020;vitoria_bra;csa_bra
oeste;botafogosp;0;1;1;4;9;3;1;0;0;8;14;3;8;5;6;22;17;49;51;brazilserie;;9;29;2020;oeste_bra;botafogosp_bra
guarani;sampaiocorrea;1;1;2;3;6;5;1;2;0;4;11;3;4;1;7;21;11;48;52;southamerica;;9;30;2020;guarani_bra;sampaiocorrea_bra
parana;chapecoense;1;1;2;6;1;2;0;5;0;11;10;3;5;8;5;24;18;50;50;brazilcopa;;9;30;2020;parana_bra;chapecoense_bra
cuiaba;nautico;1;0;1;9;1;1;0;2;0;20;7;11;4;9;3;27;19;53;47;brazilserie;;9;30;2020;cuiaba_bra;nautico_bra
confiança;brasildepelotas;1;1;2;8;3;2;0;5;0;16;11;10;6;6;5;22;18;56;44;brazilserie;;9;30;2020;confiança_bra;brasildepelotas_bra
cruzeiro;pontepreta;3;0;3;5;3;2;0;2;0;16;5;10;2;6;3;16;11;50;50;southamerica;;9;30;2020;cruzeiro_bra;pontepreta_bra
figueirense;oeste;4;1;5;7;9;1;0;3;0;10;13;8;3;2;10;9;16;33;67;southamerica;;10;2;2020;figueirense_bra;oeste_bra
crb;avai;3;1;4;3;6;1;0;3;0;12;14;4;5;8;9;11;7;52;48;brazilserie;;10;2;2020;crb_bra;avai_bra
operariopr;vitoria;1;1;2;8;4;1;0;1;0;17;14;7;3;10;11;12;17;51;49;brazilserie;;10;2;2020;operariopr_bra;vitoria_bra
botafogosp;parana;1;0;1;9;7;5;1;4;0;10;12;5;6;5;6;22;11;29;71;brazilserie;;10;3;2020;botafogosp_bra;parana_bra
americamineiro;guarani;0;0;0;8;6;1;0;1;0;22;13;6;2;16;11;13;13;45;55;brazilserie;;10;3;2020;americamineiro_bra;guarani_bra
nautico;confiança;0;1;1;1;3;2;0;4;0;13;15;3;5;10;10;0;1;67;33;europeuefa;;10;3;2020;nautico_bra;confiança_bra
brasildepelotas;chapecoense;0;1;1;4;3;4;0;2;0;14;9;5;5;9;4;0;1;51;49;brazilserie;;10;3;2020;brasildepelotas_bra;chapecoense_bra
sampaiocorrea;csa;1;0;1;5;5;3;0;4;1;12;13;5;3;7;10;1;0;46;54;brazilserie;;10;3;2020;sampaiocorrea_bra;csa_bra
pontepreta;juventude;1;3;4;5;7;3;0;2;0;14;11;8;5;6;6;1;0;55;45;brazilcopa;;10;3;2020;pontepreta_bra;juventude_bra
cuiaba;cruzeiro;1;0;1;2;2;0;0;1;0;12;8;6;4;6;4;13;23;46;54;brazilserie;;10;4;2020;cuiaba_bra;cruzeiro_bra
oeste;operariopr;0;1;1;9;5;2;0;3;0;14;8;5;4;9;4;16;20;64;36;brazilserie;;10;5;2020;oeste_bra;operariopr_bra
confiança;crb;1;0;1;3;5;5;0;4;0;13;8;4;2;9;6;22;18;59;41;brazilserie;;10;6;2020;confiança_bra;crb_bra
chapecoense;botafogosp;1;0;1;8;7;3;0;2;0;19;14;7;5;12;9;20;14;50;50;brazilserie;;10;6;2020;chapecoense_bra;botafogosp_bra
avai;brasildepelotas;2;1;3;4;2;2;0;0;0;9;13;5;6;4;7;17;15;37;63;brazilcopa;;10;6;2020;avai_bra;brasildepelotas_bra
csa;figueirense;3;0;3;2;3;2;0;0;0;11;10;7;0;4;10;27;8;47;53;brazilcopa;;10;6;2020;csa_bra;figueirense_bra
parana;nautico;0;0;0;4;3;3;0;2;0;16;10;6;5;10;5;14;22;52;48;brazilcopa;;10;6;2020;parana_bra;nautico_bra
juventude;cuiaba;1;1;2;5;3;5;0;2;0;24;9;12;4;12;5;22;18;63;37;brazilgaucho;;10;6;2020;juventude_bra;cuiaba_bra
vitoria;americamineiro;1;2;3;8;3;1;0;5;0;22;12;11;7;11;5;11;19;61;39;southamerica;;10;6;2020;vitoria_bra;americamineiro_bra
pontepreta;guarani;2;0;2;5;7;2;0;2;0;15;10;6;2;9;8;21;16;35;65;brazilcopa;;10;7;2020;pontepreta_bra;guarani_bra
cruzeiro;sampaiocorrea;1;2;3;10;4;3;0;3;0;17;9;2;4;15;5;20;12;65;35;southamerica;;10;8;2020;cruzeiro_bra;sampaiocorrea_bra
figueirense;chapecoense;0;0;0;1;3;2;0;2;0;8;11;5;4;3;7;8;25;53;47;southamerica;;10;9;2020;figueirense_bra;chapecoense_bra
operariopr;confiança;1;1;2;10;7;2;0;3;0;16;13;5;5;11;8;18;20;60;40;brazilserie;;10;9;2020;operariopr_bra;confiança_bra
cuiaba;pontepreta;2;1;3;0;9;1;0;1;0;10;15;5;5;5;10;12;17;42;58;brazilserie;;10;9;2020;cuiaba_bra;pontepreta_bra
americamineiro;nautico;2;0;2;3;1;2;0;1;0;15;13;8;2;7;11;15;15;50;50;brazilserie;;10;9;2020;americamineiro_bra;nautico_bra
juventude;brasildepelotas;1;2;3;5;0;2;1;4;0;24;8;8;6;16;2;19;26;75;25;brazilgaucho;;10;10;2020;juventude_bra;brasildepelotas_bra
vitoria;avai;1;2;3;10;2;3;0;2;0;18;6;10;4;8;2;15;17;70;30;southamerica;;10;10;2020;vitoria_bra;avai_bra
guarani;crb;3;1;4;2;6;1;0;5;0;10;14;5;8;5;6;16;20;45;55;southamerica;;10;10;2020;guarani_bra;crb_bra
csa;parana;4;0;4;3;6;1;0;2;0;11;15;6;5;5;10;16;16;39;61;brazilcopa;;10;10;2020;csa_bra;parana_bra
oeste;cruzeiro;0;0;0;2;3;3;0;1;0;9;12;3;3;6;9;17;19;58;42;brazilserie;;10;11;2020;oeste_bra;cruzeiro_bra
sampaiocorrea;botafogosp;2;0;2;2;7;1;0;2;0;9;14;6;4;3;10;14;20;51;49;brazilserie;;10;11;2020;sampaiocorrea_bra;botafogosp_bra
nautico;pontepreta;0;2;2;7;2;5;0;2;0;15;14;6;5;9;9;15;22;46;54;europeuefa;;10;12;2020;nautico_bra;pontepreta_bra
avai;csa;1;1;2;4;8;4;0;0;0;9;8;4;5;5;3;13;5;46;54;brazilcopa;;10;13;2020;avai_bra;csa_bra
guarani;cuiaba;1;0;1;6;6;4;1;5;1;10;7;5;3;5;4;17;11;54;46;southamerica;;10;14;2020;guarani_bra;cuiaba_bra
sampaiocorrea;figueirense;3;0;3;7;4;0;0;0;0;15;7;9;0;6;7;23;7;48;52;brazilserie;;10;14;2020;sampaiocorrea_bra;figueirense_bra
crb;chapecoense;0;1;1;6;4;2;0;2;0;22;15;6;7;16;8;14;18;53;47;brazilserie;;10;14;2020;crb_bra;chapecoense_bra
botafogosp;americamineiro;1;2;3;6;9;2;0;2;0;13;15;5;6;8;9;20;13;40;60;brazilserie;;10;16;2020;botafogosp_bra;americamineiro_bra
cruzeiro;juventude;0;0;0;7;5;4;0;3;0;19;9;5;5;14;4;16;14;55;45;southamerica;;10;17;2020;cruzeiro_bra;juventude_bra
chapecoense;vitoria;1;1;2;3;3;2;0;1;0;10;18;4;7;6;11;15;14;38;62;brazilserie;;10;17;2020;chapecoense_bra;vitoria_bra
confiança;oeste;3;1;4;5;5;1;0;1;0;14;10;9;3;5;7;19;14;32;68;brazilserie;;10;17;2020;confiança_bra;oeste_bra
crb;operariopr;4;1;5;5;3;2;0;6;0;18;14;8;5;10;9;16;15;43;57;brazilserie;;10;17;2020;crb_bra;operariopr_bra
brasildepelotas;figueirense;0;0;0;8;5;3;0;4;0;12;3;3;0;9;3;27;14;49;51;brazilserie;;10;17;2020;brasildepelotas_bra;figueirense_bra
parana;sampaiocorrea;0;0;0;4;4;4;0;3;0;12;13;3;5;9;8;28;13;50;50;brazilcopa;;10;18;2020;parana_bra;sampaiocorrea_bra
americamineiro;brasildepelotas;3;1;4;6;1;1;0;1;0;13;9;6;2;7;7;13;16;63;37;brazilserie;;10;20;2020;americamineiro_bra;brasildepelotas_bra
csa;botafogosp;1;0;1;5;0;3;0;4;0;15;11;7;5;8;6;9;14;57;43;brazilcopa;;10;20;2020;csa_bra;botafogosp_bra
oeste;nautico;0;1;1;5;5;1;0;1;0;8;11;3;5;5;6;22;14;45;55;brazilserie;;10;20;2020;oeste_bra;nautico_bra
juventude;avai;3;0;3;3;10;2;0;1;0;16;15;8;5;8;10;11;17;42;58;brazilgaucho;;10;20;2020;juventude_bra;avai_bra
pontepreta;chapecoense;0;5;5;6;1;2;0;3;0;12;10;4;7;8;3;22;18;61;39;brazilcopa;;10;21;2020;pontepreta_bra;chapecoense_bra
operariopr;cruzeiro;0;1;1;5;7;5;0;2;0;9;11;4;4;5;7;14;23;44;56;brazilserie;;10;21;2020;operariopr_bra;cruzeiro_bra
figueirense;crb;2;0;2;2;5;3;0;2;1;10;8;4;2;6;6;17;17;45;55;southamerica;;10;21;2020;figueirense_bra;crb_bra
sampaiocorrea;confiança;1;3;4;3;0;3;0;5;1;14;7;5;5;9;2;15;18;60;40;brazilserie;;10;21;2020;sampaiocorrea_bra;confiança_bra
cuiaba;parana;3;3;6;2;2;0;0;0;0;14;14;6;5;8;9;13;16;55;45;brazilserie;;10;21;2020;cuiaba_bra;parana_bra
vitoria;guarani;1;1;2;3;5;4;1;2;0;13;11;6;5;7;6;16;11;40;60;southamerica;;10;23;2020;vitoria_bra;guarani_bra
brasildepelotas;csa;1;1;2;2;7;3;1;3;0;7;9;2;6;5;3;12;15;38;62;brazilserie;;10;23;2020;brasildepelotas_bra;csa_bra
chapecoense;operariopr;1;0;1;7;1;3;1;2;0;16;11;4;2;12;9;25;22;53;47;brazilserie;;10;24;2020;chapecoense_bra;operariopr_bra
crb;pontepreta;1;0;1;1;5;2;0;2;0;3;14;2;4;1;10;20;18;40;60;brazilserie;;10;24;2020;crb_bra;pontepreta_bra
sampaiocorrea;cuiaba;3;0;3;0;3;2;0;4;1;12;9;6;3;6;6;25;16;36;64;brazilserie;;10;24;2020;sampaiocorrea_bra;cuiaba_bra
americamineiro;confiança;2;1;3;4;6;2;0;1;0;17;18;6;5;11;13;18;20;35;65;brazilserie;;10;25;2020;americamineiro_bra;confiança_bra
nautico;cruzeiro;1;1;2;6;11;3;0;4;0;17;19;6;4;11;15;20;20;49;51;europeuefa;;10;25;2020;nautico_bra;cruzeiro_bra
figueirense;juventude;1;1;2;3;6;2;0;3;1;11;11;6;4;5;7;8;24;54;46;southamerica;;10;25;2020;figueirense_bra;juventude_bra
guarani;avai;2;1;3;5;9;2;0;3;0;14;17;7;9;7;8;18;11;52;48;southamerica;;10;25;2020;guarani_bra;avai_bra
botafogosp;vitoria;2;1;3;8;7;4;0;4;0;13;14;5;6;8;8;19;14;30;70;brazilserie;;10;25;2020;botafogosp_bra;vitoria_bra
parana;oeste;4;0;4;3;1;3;0;2;0;23;7;13;0;10;7;18;10;48;52;brazilcopa;;10;26;2020;parana_bra;oeste_bra
chapecoense;csa;0;0;0;4;2;2;0;3;0;14;14;6;6;8;8;12;23;53;47;brazilserie;;10;27;2020;chapecoense_bra;csa_bra
vitoria;brasildepelotas;0;0;0;8;2;2;0;3;0;29;5;10;0;19;5;10;13;65;35;southamerica;;10;30;2020;vitoria_bra;brasildepelotas_bra
cruzeiro;parana;2;0;2;4;4;3;0;3;0;12;11;8;2;4;9;18;13;41;59;southamerica;;10;31;2020;cruzeiro_bra;parana_bra
oeste;sampaiocorrea;0;3;3;5;6;2;0;3;0;14;11;5;6;9;5;15;19;51;49;brazilserie;;10;31;2020;oeste_bra;sampaiocorrea_bra
confiança;chapecoense;0;2;2;8;1;2;0;5;0;18;9;7;5;11;4;23;19;71;29;brazilserie;;10;31;2020;confiança_bra;chapecoense_bra
avai;americamineiro;1;0;1;2;3;1;0;1;0;9;9;4;6;5;3;11;13;41;59;brazilcopa;;10;31;2020;avai_bra;americamineiro_bra
operariopr;botafogosp;0;0;0;5;5;2;0;2;0;21;12;9;2;12;10;22;16;69;31;brazilserie;;10;31;2020;operariopr_bra;botafogosp_bra
csa;nautico;3;1;4;11;6;0;0;2;0;23;14;10;5;13;9;15;14;54;46;brazilcopa;;11;1;2020;csa_bra;nautico_bra
cuiaba;crb;3;0;3;9;3;2;0;1;1;31;12;16;3;15;9;25;10;68;32;brazilserie;;11;1;2020;cuiaba_bra;crb_bra
juventude;guarani;1;0;1;3;8;6;0;1;0;17;16;3;4;14;12;25;15;39;61;brazilgaucho;;11;1;2020;juventude_bra;guarani_bra
pontepreta;figueirense;2;1;3;2;1;1;0;2;0;15;6;7;5;8;1;17;15;66;34;brazilcopa;;11;2;2020;pontepreta_bra;figueirense_bra
brasildepelotas;sampaiocorrea;0;0;0;10;4;0;0;2;1;14;10;5;3;9;7;10;13;61;39;brazilserie;;11;3;2020;brasildepelotas_bra;sampaiocorrea_bra
guarani;csa;2;1;3;2;2;5;0;1;0;15;14;6;6;9;8;17;14;44;56;southamerica;;11;6;2020;guarani_bra;csa_bra
botafogosp;cruzeiro;0;1;1;3;4;2;0;4;0;14;12;7;4;7;8;11;17;44;56;brazilserie;;11;6;2020;botafogosp_bra;cruzeiro_bra
nautico;avai;2;2;4;12;5;1;0;2;0;17;12;5;5;12;7;14;19;62;38;europeuefa;;11;6;2020;nautico_bra;avai_bra
parana;confiança;1;1;2;3;4;1;0;1;0;6;16;4;7;2;9;24;14;41;59;brazilcopa;;11;7;2020;parana_bra;confiança_bra
brasildepelotas;cuiaba;3;0;3;4;6;1;0;1;0;10;8;6;4;4;4;22;13;35;65;brazilserie;;11;7;2020;brasildepelotas_bra;cuiaba_bra
figueirense;operariopr;0;1;1;3;7;4;0;2;0;9;13;2;7;7;6;21;20;51;49;southamerica;;11;7;2020;figueirense_bra;operariopr_bra
americamineiro;pontepreta;1;1;2;7;3;0;0;1;0;14;6;5;3;9;3;7;9;42;58;brazilserie;;11;7;2020;americamineiro_bra;pontepreta_bra
chapecoense;oeste;0;0;0;8;3;1;0;4;0;16;6;9;3;7;3;12;14;73;27;brazilserie;;11;8;2020;chapecoense_bra;oeste_bra
sampaiocorrea;vitoria;2;1;3;5;0;2;0;4;0;14;13;6;7;8;6;20;16;62;38;brazilserie;;11;8;2020;sampaiocorrea_bra;vitoria_bra
crb;juventude;0;1;1;3;8;2;0;1;0;14;12;6;3;8;9;11;13;51;49;brazilserie;;11;8;2020;crb_bra;juventude_bra
cruzeiro;guarani;3;3;6;4;4;2;1;1;0;14;13;6;7;8;6;13;13;44;56;southamerica;;11;9;2020;cruzeiro_bra;guarani_bra
csa;chapecoense;0;1;1;5;4;3;0;2;0;16;10;5;3;11;7;18;11;59;41;brazilcopa;;11;10;2020;csa_bra;chapecoense_bra
confiança;botafogosp;1;0;1;13;2;2;0;2;0;10;7;3;2;7;5;24;23;65;35;brazilserie;;11;11;2020;confiança_bra;botafogosp_bra
