time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
americamineiro;brasildepelotas;2;0;2;2;4;1;0;4;0;13;6;7;2;6;4;15;14;48;52;brazilserie;3374;9;24;2019;americamineiro_bra;brasildepelotas_bra
figueirense;bragantino;0;3;3;2;4;1;0;3;0;16;17;5;9;11;8;18;24;55;45;southamerica;12741;9;25;2019;figueirense_bra;bragantino_bra
vitoria;atleticogo;0;0;0;9;3;2;0;2;0;13;11;6;5;7;6;14;15;54;46;southamerica;6428;9;25;2019;vitoria_bra;atleticogo_bra
parana;pontepreta;1;1;2;4;0;2;0;2;0;14;10;8;3;6;7;21;18;50;50;brazilcopa;1925;9;25;2019;parana_bra;pontepreta_bra
londrina;vilanova;0;1;1;13;4;2;0;0;0;14;8;8;4;6;4;16;14;60;40;brazilcopa;1259;9;27;2019;londrina_bra;vilanova_bra
brasildepelotas;guarani;0;0;0;4;0;2;0;1;0;12;7;4;2;8;5;16;31;53;47;brazilserie;2734;9;27;2019;brasildepelotas_bra;guarani_bra
atleticogo;figueirense;2;0;2;7;4;2;0;1;0;14;8;8;4;6;4;19;14;55;45;southamerica;3213;9;28;2019;atleticogo_bra;figueirense_bra
criciuma;botafogosp;2;0;2;2;2;2;0;1;1;10;10;5;2;5;8;25;13;45;55;brazilserie;3595;9;28;2019;criciuma_bra;botafogosp_bra
pontepreta;cuiaba;3;0;3;6;7;2;0;0;0;14;10;5;2;9;8;22;11;46;54;brazilcopa;4077;9;28;2019;pontepreta_bra;cuiaba_bra
coritiba;americamineiro;2;1;3;4;6;3;0;1;0;8;16;4;4;4;12;21;13;45;55;brazilcopa;11486;9;28;2019;coritiba_bra;americamineiro_bra
oeste;parana;1;1;2;5;3;2;0;3;0;18;14;6;4;12;10;10;19;52;48;brazilserie;736;9;28;2019;oeste_bra;parana_bra
sportrecife;operariopr;3;1;4;6;2;1;1;2;0;19;9;7;4;12;5;17;20;53;47;brazilcopa;13124;9;28;2019;sportrecife_bra;operariopr_bra
crb;saobento;1;1;2;12;4;2;0;2;0;20;9;7;6;13;3;17;19;57;43;brazilserie;5642;9;29;2019;crb_bra;saobento_bra
bragantino;vitoria;2;0;2;11;2;0;0;3;0;23;8;6;4;17;4;16;8;61;39;brazilpaulista;7170;9;29;2019;bragantino_bra;vitoria_bra
guarani;atleticogo;2;0;2;4;7;5;0;2;0;11;11;4;4;7;7;15;14;46;54;southamerica;4658;9;30;2019;guarani_bra;atleticogo_bra
vilanova;criciuma;1;1;2;6;3;3;0;2;0;11;11;7;4;4;7;25;15;47;53;brazilserie;5197;10;1;2019;vilanova_bra;criciuma_bra
americamineiro;crb;1;0;1;4;6;2;0;4;0;17;10;3;2;14;8;23;14;52;48;brazilserie;2752;10;3;2019;americamineiro_bra;crb_bra
vitoria;sportrecife;2;2;4;6;6;2;0;2;0;12;11;4;5;8;6;23;14;40;60;southamerica;7143;10;4;2019;vitoria_bra;sportrecife_bra
figueirense;oeste;1;2;3;7;3;3;0;4;0;19;8;5;3;14;5;19;27;55;45;southamerica;7616;10;4;2019;figueirense_bra;oeste_bra
saobento;bragantino;0;3;3;4;5;4;0;1;0;9;13;4;5;5;8;16;16;32;68;brazilserie;2043;10;5;2019;saobento_bra;bragantino_bra
botafogosp;pontepreta;4;1;5;3;6;1;0;3;0;12;13;5;5;7;8;20;15;36;64;brazilserie;3500;10;5;2019;botafogosp_bra;pontepreta_bra
parana;coritiba;2;0;2;4;11;1;0;2;0;7;9;3;5;4;4;20;9;32;68;brazilcopa;11630;10;5;2019;parana_bra;coritiba_bra
operariopr;brasildepelotas;1;2;3;6;1;2;0;3;0;14;5;5;4;9;1;27;26;60;40;brazilserie;4311;10;5;2019;operariopr_bra;brasildepelotas_bra
cuiaba;londrina;0;1;1;8;2;4;0;4;0;18;6;2;3;16;3;16;15;69;31;brazilserie;3655;10;5;2019;cuiaba_bra;londrina_bra
saobento;vilanova;3;1;4;5;4;1;0;3;0;11;8;6;4;5;4;19;21;46;54;brazilserie;1839;10;7;2019;saobento_bra;vilanova_bra
crb;sportrecife;1;1;2;9;8;2;0;5;0;11;13;6;4;5;9;12;22;52;48;brazilserie;7003;10;7;2019;crb_bra;sportrecife_bra
botafogosp;figueirense;0;0;0;10;1;2;1;5;0;16;9;4;2;12;7;18;14;52;48;brazilserie;4449;10;8;2019;botafogosp_bra;figueirense_bra
coritiba;guarani;1;0;1;6;7;3;0;1;0;15;12;4;3;11;9;21;14;37;63;brazilcopa;9150;10;8;2019;coritiba_bra;guarani_bra
operariopr;parana;0;1;1;7;4;4;1;4;0;17;8;8;4;9;4;16;15;57;43;brazilserie;5171;10;8;2019;operariopr_bra;parana_bra
atleticogo;cuiaba;1;1;2;5;3;4;0;2;0;14;10;5;5;9;5;18;25;56;44;southamerica;3581;10;8;2019;atleticogo_bra;cuiaba_bra
criciuma;brasildepelotas;2;2;4;11;4;3;0;5;1;18;4;10;2;8;2;14;21;70;30;brazilserie;7229;10;8;2019;criciuma_bra;brasildepelotas_bra
vitoria;oeste;3;1;4;8;4;2;0;4;0;17;10;6;3;11;7;21;20;43;57;southamerica;6353;10;8;2019;vitoria_bra;oeste_bra
pontepreta;londrina;3;1;4;0;5;5;0;4;0;19;17;7;7;12;10;16;16;48;52;brazilcopa;1618;10;9;2019;pontepreta_bra;londrina_bra
americamineiro;bragantino;2;0;2;4;7;3;0;3;0;16;14;6;5;10;9;11;23;40;60;brazilserie;3617;10;9;2019;americamineiro_bra;bragantino_bra
vilanova;atleticogo;1;1;2;6;4;3;0;2;0;9;11;3;5;6;6;14;25;56;44;brazilserie;4673;10;11;2019;vilanova_bra;atleticogo_bra
brasildepelotas;botafogosp;1;0;1;4;4;1;0;2;0;13;10;5;2;8;8;28;19;36;64;brazilserie;3586;10;11;2019;brasildepelotas_bra;botafogosp_bra
sportrecife;saobento;2;0;2;8;8;3;0;3;0;12;9;4;4;8;5;16;13;52;48;brazilcopa;13577;10;11;2019;sportrecife_bra;saobento_bra
guarani;crb;1;0;1;9;5;3;0;3;0;21;13;8;5;13;8;15;26;65;35;southamerica;3606;10;12;2019;guarani_bra;crb_bra
oeste;pontepreta;1;1;2;3;11;1;0;3;0;15;14;12;8;3;6;14;11;48;52;brazilserie;1079;10;12;2019;oeste_bra;pontepreta_bra
cuiaba;vitoria;1;3;4;7;5;1;0;1;0;21;12;11;10;10;2;18;14;56;44;brazilserie;3130;10;12;2019;cuiaba_bra;vitoria_bra
bragantino;parana;2;0;2;11;2;2;1;1;1;25;8;8;0;17;8;16;13;62;38;brazilpaulista;5564;10;12;2019;bragantino_bra;parana_bra
coritiba;criciuma;1;0;1;2;6;2;0;4;1;12;6;4;2;8;4;9;9;57;43;brazilcopa;18084;10;12;2019;coritiba_bra;criciuma_bra
londrina;operariopr;1;2;3;6;5;5;0;3;0;9;7;5;3;4;4;21;23;46;54;brazilcopa;1703;10;12;2019;londrina_bra;operariopr_bra
figueirense;americamineiro;2;1;3;5;5;2;0;1;0;10;13;7;6;3;7;19;8;54;46;southamerica;2982;10;12;2019;figueirense_bra;americamineiro_bra
guarani;botafogosp;0;2;2;4;6;1;0;3;0;9;18;4;9;5;9;18;20;58;42;southamerica;4997;10;14;2019;guarani_bra;botafogosp_bra
atleticogo;pontepreta;0;0;0;8;3;3;0;2;1;19;9;7;3;12;6;17;19;54;46;southamerica;3175;10;14;2019;atleticogo_bra;pontepreta_bra
sportrecife;cuiaba;2;0;2;0;11;0;0;4;0;8;20;5;10;3;10;15;12;40;60;brazilcopa;12626;10;14;2019;sportrecife_bra;cuiaba_bra
parana;brasildepelotas;1;0;1;6;4;4;0;6;0;14;6;2;3;12;3;17;20;46;54;brazilcopa;3229;10;15;2019;parana_bra;brasildepelotas_bra
londrina;figueirense;0;0;0;4;2;2;0;2;1;17;9;6;3;11;6;19;11;56;44;brazilcopa;1408;10;15;2019;londrina_bra;figueirense_bra
criciuma;vitoria;1;1;2;9;5;1;0;2;0;28;9;6;4;22;5;14;14;58;42;brazilserie;5184;10;15;2019;criciuma_bra;vitoria_bra
americamineiro;vilanova;2;0;2;6;4;1;0;3;0;16;8;4;3;12;5;17;17;57;43;brazilserie;4176;10;15;2019;americamineiro_bra;vilanova_bra
crb;operariopr;0;0;0;7;5;1;0;3;0;16;9;4;2;12;7;23;14;51;49;brazilserie;4164;10;15;2019;crb_bra;operariopr_bra
bragantino;oeste;2;2;4;5;3;0;0;2;0;20;11;5;4;15;7;10;21;63;37;brazilpaulista;4695;10;16;2019;bragantino_bra;oeste_bra
saobento;coritiba;1;2;3;17;3;2;0;7;0;23;11;8;5;15;6;14;30;70;30;brazilserie;1697;10;16;2019;saobento_bra;coritiba_bra
botafogosp;atleticogo;0;0;0;5;5;0;0;1;0;11;8;3;3;8;5;16;17;45;55;brazilserie;4375;10;17;2019;botafogosp_bra;atleticogo_bra
cuiaba;guarani;2;1;3;3;3;4;0;2;0;14;7;4;3;10;4;25;20;36;64;brazilserie;1762;10;18;2019;cuiaba_bra;guarani_bra
criciuma;crb;0;1;1;5;6;2;0;3;0;24;11;5;7;19;4;17;16;65;35;brazilserie;6257;10;18;2019;criciuma_bra;crb_bra
vitoria;londrina;0;1;1;6;3;0;0;2;0;23;6;7;3;16;3;13;26;57;43;southamerica;9583;10;19;2019;vitoria_bra;londrina_bra
pontepreta;bragantino;1;1;2;1;5;3;0;3;1;9;14;4;9;5;5;17;10;41;59;brazilcopa;4488;10;19;2019;pontepreta_bra;bragantino_bra
oeste;americamineiro;0;1;1;5;5;4;0;2;0;15;20;3;10;12;10;23;18;45;55;brazilserie;1118;10;19;2019;oeste_bra;americamineiro_bra
vilanova;coritiba;2;2;4;6;2;3;0;3;0;8;6;4;4;4;2;16;19;38;62;brazilserie;3514;10;19;2019;vilanova_bra;coritiba_bra
parana;figueirense;0;1;1;6;2;1;0;2;0;23;13;6;5;17;8;15;16;65;35;brazilcopa;5451;10;19;2019;parana_bra;figueirense_bra
operariopr;saobento;2;1;3;7;6;3;0;2;0;12;15;5;5;7;10;20;19;52;48;brazilserie;3918;10;19;2019;operariopr_bra;saobento_bra
brasildepelotas;sportrecife;0;0;0;4;0;3;0;1;0;12;11;4;2;8;9;23;15;40;60;brazilserie;4929;10;20;2019;brasildepelotas_bra;sportrecife_bra
sportrecife;parana;2;1;3;9;2;1;0;4;0;19;7;12;3;7;4;9;18;60;40;brazilcopa;;10;23;2019;sportrecife_bra;parana_bra
crb;botafogosp;1;0;1;1;4;3;0;4;0;14;11;4;3;10;8;17;16;45;55;brazilserie;4569;10;24;2019;crb_bra;botafogosp_bra
coritiba;operariopr;0;0;0;4;3;2;0;2;0;15;14;4;3;11;11;25;16;56;44;brazilcopa;20758;10;25;2019;coritiba_bra;operariopr_bra
atleticogo;americamineiro;2;2;4;6;6;2;0;1;0;11;15;9;7;2;8;25;9;49;51;southamerica;6712;10;25;2019;atleticogo_bra;americamineiro_bra
londrina;oeste;0;2;2;9;3;0;0;0;0;13;13;3;6;10;7;11;18;46;54;brazilcopa;7043;10;25;2019;londrina_bra;oeste_bra
bragantino;vilanova;3;1;4;8;5;2;0;3;0;18;10;8;2;10;8;13;13;60;40;brazilpaulista;5812;10;26;2019;bragantino_bra;vilanova_bra
saobento;guarani;1;1;2;7;3;4;1;2;0;18;11;5;4;13;7;25;23;57;43;brazilserie;2166;10;26;2019;saobento_bra;guarani_bra
figueirense;criciuma;2;2;4;4;4;2;0;4;1;9;10;3;4;6;6;23;23;42;58;southamerica;15159;10;26;2019;figueirense_bra;criciuma_bra
brasildepelotas;cuiaba;0;0;0;4;8;3;0;1;0;10;17;4;6;6;11;13;18;42;58;brazilserie;3340;10;26;2019;brasildepelotas_bra;cuiaba_bra
pontepreta;vitoria;1;2;3;8;1;2;0;2;1;24;7;6;3;18;4;15;14;69;31;brazilcopa;0;10;27;2019;pontepreta_bra;vitoria_bra
parana;londrina;1;0;1;8;2;2;0;2;0;20;14;6;5;14;9;23;24;70;30;brazilcopa;0;10;28;2019;parana_bra;londrina_bra
vilanova;brasildepelotas;0;2;2;6;5;2;0;4;0;12;12;6;7;6;5;20;16;59;41;brazilserie;2848;10;29;2019;vilanova_bra;brasildepelotas_bra
cuiaba;coritiba;3;3;6;3;5;0;0;1;0;13;8;6;6;7;2;14;13;52;48;brazilserie;0;10;30;2019;cuiaba_bra;coritiba_bra
guarani;sportrecife;1;0;1;4;3;1;0;2;0;24;10;7;3;17;7;19;21;49;51;southamerica;3229;10;31;2019;guarani_bra;sportrecife_bra
botafogosp;coritiba;0;1;1;8;2;1;1;5;0;18;3;3;2;15;1;12;20;65;35;brazilserie;0;11;1;2019;botafogosp_bra;coritiba_bra
operariopr;atleticogo;1;1;2;3;6;2;1;3;0;12;21;4;6;8;15;12;21;56;44;brazilserie;0;11;1;2019;operariopr_bra;atleticogo_bra
cuiaba;bragantino;2;0;2;2;15;2;0;3;0;10;18;5;3;5;15;12;16;28;72;brazilserie;0;11;2;2019;cuiaba_bra;bragantino_bra
oeste;crb;3;3;6;9;4;3;0;2;0;19;13;10;6;9;7;12;8;61;39;brazilserie;0;11;2;2019;oeste_bra;crb_bra
vitoria;figueirense;2;2;4;5;2;3;0;2;0;17;10;6;6;11;4;19;11;46;54;southamerica;0;11;2;2019;vitoria_bra;figueirense_bra
criciuma;saobento;1;1;2;9;4;4;1;6;2;21;12;11;3;10;9;23;15;55;45;brazilserie;0;11;2;2019;criciuma_bra;saobento_bra
americamineiro;pontepreta;0;0;0;6;0;1;0;3;0;20;9;6;4;14;5;15;31;61;39;brazilserie;0;11;2;2019;americamineiro_bra;pontepreta_bra
coritiba;sportrecife;0;0;0;4;11;3;0;1;0;7;11;2;0;5;11;13;8;47;53;brazilcopa;;11;4;2019;coritiba_bra;sportrecife_bra
oeste;botafogosp;0;2;2;7;7;6;0;2;0;17;18;5;9;12;9;19;5;48;52;brazilserie;528;11;5;2019;oeste_bra;botafogosp_bra
atleticogo;londrina;2;1;3;7;12;2;0;3;0;22;11;9;4;13;7;19;16;52;48;southamerica;4254;11;5;2019;atleticogo_bra;londrina_bra
operariopr;criciuma;1;0;1;10;5;0;0;4;0;12;7;5;3;7;4;12;24;63;37;brazilserie;;11;5;2019;operariopr_bra;criciuma_bra
figueirense;vilanova;0;0;0;1;2;3;0;5;0;14;9;4;2;10;7;18;24;69;31;southamerica;0;11;5;2019;figueirense_bra;vilanova_bra
americamineiro;parana;0;2;2;9;2;2;0;2;0;22;8;8;4;14;4;18;17;57;43;brazilserie;0;11;5;2019;americamineiro_bra;parana_bra
vitoria;brasildepelotas;3;0;3;11;4;2;0;1;0;15;7;5;0;10;7;21;17;50;50;southamerica;5836;11;5;2019;vitoria_bra;brasildepelotas_bra
pontepreta;saobento;1;1;2;8;3;2;0;1;0;15;12;5;2;10;10;25;17;53;47;brazilcopa;925;11;6;2019;pontepreta_bra;saobento_bra
bragantino;guarani;3;1;4;8;3;0;0;2;0;30;11;13;5;17;6;11;15;59;41;brazilpaulista;5709;11;6;2019;bragantino_bra;guarani_bra
cuiaba;crb;5;1;6;4;7;3;0;3;0;23;14;10;6;13;8;12;12;43;57;brazilserie;;11;6;2019;cuiaba_bra;crb_bra
botafogosp;bragantino;2;3;5;4;5;4;1;2;0;15;13;7;9;8;4;14;15;46;54;brazilserie;;11;8;2019;botafogosp_bra;bragantino_bra
parana;vitoria;0;0;0;3;3;3;0;4;0;17;15;7;4;10;11;17;6;56;44;brazilcopa;;11;8;2019;parana_bra;vitoria_bra
vilanova;operariopr;0;0;0;10;10;3;0;2;0;13;19;7;5;6;14;22;18;38;62;brazilserie;;11;8;2019;vilanova_bra;operariopr_bra
londrina;americamineiro;0;1;1;6;5;4;0;3;0;11;16;2;9;9;7;13;20;46;54;brazilcopa;;11;8;2019;londrina_bra;americamineiro_bra
saobento;cuiaba;1;2;3;10;3;2;0;3;1;20;10;6;5;14;5;20;19;64;36;brazilserie;;11;9;2019;saobento_bra;cuiaba_bra
figueirense;coritiba;1;1;2;12;1;3;0;3;1;25;12;6;5;19;7;18;20;64;36;southamerica;;11;9;2019;figueirense_bra;coritiba_bra
guarani;pontepreta;0;0;0;8;4;1;1;1;0;12;8;6;5;6;3;20;23;58;42;southamerica;;11;9;2019;guarani_bra;pontepreta_bra
sportrecife;criciuma;1;0;1;11;5;2;0;2;1;17;11;2;2;15;9;14;13;60;40;brazilcopa;22158;11;9;2019;sportrecife_bra;criciuma_bra
brasildepelotas;oeste;2;2;4;7;2;4;0;4;0;15;7;5;4;10;3;17;17;60;40;brazilserie;;11;9;2019;brasildepelotas_bra;oeste_bra
crb;atleticogo;2;1;3;1;3;3;0;2;0;10;13;7;3;3;10;18;18;46;54;brazilserie;;11;9;2019;crb_bra;atleticogo_bra
cuiaba;americamineiro;0;2;2;7;2;2;0;1;0;15;9;5;7;10;2;13;12;51;49;brazilserie;;11;12;2019;cuiaba_bra;americamineiro_bra
oeste;atleticogo;0;4;4;10;4;1;0;3;0;13;13;6;6;7;7;14;12;47;53;brazilserie;619;11;12;2019;oeste_bra;atleticogo_bra
brasildepelotas;coritiba;0;2;2;4;4;3;0;1;0;11;6;3;5;8;1;14;17;66;34;brazilserie;;11;12;2019;brasildepelotas_bra;coritiba_bra
vitoria;crb;2;2;4;11;3;3;1;5;1;17;6;8;4;9;2;14;22;60;40;southamerica;;11;12;2019;vitoria_bra;crb_bra
pontepreta;figueirense;1;3;4;4;3;2;0;4;0;18;8;5;8;13;0;20;12;69;31;brazilcopa;;11;12;2019;pontepreta_bra;figueirense_bra
criciuma;londrina;2;0;2;4;4;2;0;3;0;11;3;4;0;7;3;27;20;46;54;brazilserie;4502;11;12;2019;criciuma_bra;londrina_bra
parana;saobento;2;1;3;6;2;1;0;2;0;16;12;10;4;6;8;22;16;42;58;brazilcopa;;11;13;2019;parana_bra;saobento_bra
operariopr;bragantino;0;2;2;6;4;2;0;4;0;17;7;9;3;8;4;14;22;51;49;brazilserie;;11;13;2019;operariopr_bra;bragantino_bra
vilanova;guarani;1;1;2;10;1;5;1;4;0;10;7;3;2;7;5;18;21;65;35;brazilserie;;11;13;2019;vilanova_bra;guarani_bra
botafogosp;sportrecife;0;2;2;6;2;1;0;1;0;14;8;6;4;8;4;15;20;60;40;brazilserie;;11;14;2019;botafogosp_bra;sportrecife_bra
americamineiro;vitoria;2;1;3;8;2;1;0;2;0;19;9;14;4;5;5;11;11;52;48;brazilserie;6816;11;15;2019;americamineiro_bra;vitoria_bra
bragantino;criciuma;1;1;2;2;1;5;1;6;0;11;8;5;2;6;6;19;15;57;43;brazilpaulista;9410;11;15;2019;bragantino_bra;criciuma_bra
atleticogo;parana;1;0;1;11;4;3;0;5;0;18;8;7;6;11;2;16;20;58;42;southamerica;5936;11;16;2019;atleticogo_bra;parana_bra
guarani;operariopr;1;0;1;6;4;3;1;4;0;9;11;6;6;3;5;20;18;43;57;southamerica;2961;11;16;2019;guarani_bra;operariopr_bra
coritiba;oeste;1;0;1;4;5;2;0;1;0;10;8;3;3;7;5;15;19;41;59;brazilcopa;21476;11;16;2019;coritiba_bra;oeste_bra
crb;pontepreta;2;0;2;6;1;2;0;2;0;10;13;6;4;4;9;13;15;41;59;brazilserie;2136;11;16;2019;crb_bra;pontepreta_bra
londrina;botafogosp;1;1;2;4;3;3;0;1;0;18;16;6;9;12;7;12;14;57;43;brazilcopa;1716;11;16;2019;londrina_bra;botafogosp_bra
saobento;brasildepelotas;3;1;4;8;7;1;0;1;0;18;8;6;3;12;5;12;15;61;39;brazilserie;719;11;17;2019;saobento_bra;brasildepelotas_bra
sportrecife;vilanova;0;0;0;5;4;2;0;3;0;15;13;5;4;10;9;13;23;66;34;brazilcopa;24420;11;17;2019;sportrecife_bra;vilanova_bra
figueirense;cuiaba;0;0;0;9;3;2;0;4;0;12;13;5;6;7;7;12;22;50;50;southamerica;10483;11;17;2019;figueirense_bra;cuiaba_bra
criciuma;parana;1;1;2;11;2;3;0;2;2;14;9;5;6;9;3;14;14;60;40;brazilserie;7759;11;19;2019;criciuma_bra;parana_bra
operariopr;vitoria;1;2;3;3;1;2;0;3;0;7;10;5;6;2;4;16;24;69;31;brazilserie;3526;11;20;2019;operariopr_bra;vitoria_bra
vilanova;oeste;1;1;2;6;5;5;0;4;0;22;8;10;4;12;4;9;17;56;44;brazilserie;3100;11;20;2019;vilanova_bra;oeste_bra
sportrecife;pontepreta;2;1;3;4;7;4;1;3;2;12;10;8;6;4;4;17;19;53;47;brazilcopa;22067;11;21;2019;sportrecife_bra;pontepreta_bra
saobento;londrina;4;1;5;5;6;4;0;3;1;17;16;10;7;7;9;15;15;52;48;brazilserie;1230;11;21;2019;saobento_bra;londrina_bra
brasildepelotas;atleticogo;2;2;4;4;12;6;0;1;0;11;18;6;10;5;8;16;9;35;65;brazilserie;2515;11;22;2019;brasildepelotas_bra;atleticogo_bra
crb;figueirense;0;0;0;6;2;2;0;5;0;11;9;4;5;7;4;25;18;64;36;brazilserie;2575;11;22;2019;crb_bra;figueirense_bra
guarani;americamineiro;0;1;1;1;4;4;0;3;0;6;13;0;5;6;8;17;13;51;49;southamerica;2292;11;23;2019;guarani_bra;americamineiro_bra
botafogosp;cuiaba;0;0;0;6;4;2;0;1;0;15;8;5;2;10;6;14;11;56;44;brazilserie;979;11;23;2019;botafogosp_bra;cuiaba_bra
coritiba;bragantino;1;0;1;5;3;0;0;2;0;14;12;5;2;9;10;9;16;42;58;brazilcopa;36902;11;24;2019;coritiba_bra;bragantino_bra
pontepreta;brasildepelotas;4;0;4;4;6;3;0;3;1;12;12;5;2;7;10;25;12;49;51;brazilcopa;1725;11;26;2019;pontepreta_bra;brasildepelotas_bra
parana;botafogosp;3;3;6;7;8;1;0;4;0;18;24;9;12;9;12;12;21;65;35;brazilcopa;896;11;29;2019;parana_bra;botafogosp_bra
oeste;criciuma;1;2;3;10;5;3;0;3;0;9;9;5;5;4;4;21;13;43;57;brazilserie;304;11;30;2019;oeste_bra;criciuma_bra
bragantino;crb;2;0;2;10;2;0;0;1;0;15;10;5;4;10;6;14;13;57;43;brazilpaulista;6931;11;30;2019;bragantino_bra;crb_bra
atleticogo;sportrecife;0;0;0;7;4;3;0;1;0;20;10;4;3;16;7;11;9;59;41;southamerica;6695;11;30;2019;atleticogo_bra;sportrecife_bra
londrina;guarani;2;0;2;3;6;2;0;3;0;5;22;4;9;1;13;18;16;41;59;brazilcopa;518;11;30;2019;londrina_bra;guarani_bra
figueirense;operariopr;1;1;2;1;5;1;0;2;0;19;7;10;2;9;5;14;22;49;51;southamerica;7825;11;30;2019;figueirense_bra;operariopr_bra
americamineiro;saobento;1;2;3;14;3;0;0;5;0;25;5;7;4;18;1;12;18;66;34;brazilserie;20348;11;30;2019;americamineiro_bra;saobento_bra
vitoria;coritiba;1;2;3;9;2;1;0;4;0;12;11;4;8;8;3;13;21;54;46;southamerica;4177;11;30;2019;vitoria_bra;coritiba_bra
cuiaba;vilanova;1;2;3;6;3;1;0;5;0;22;8;13;4;9;4;10;13;56;44;brazilserie;1412;11;30;2019;cuiaba_bra;vilanova_bra
cuiaba;brasildepelotas;0;0;0;4;4;1;0;3;0;11;5;7;4;4;1;12;23;67;33;brazilserie;;8;7;2020;cuiaba_bra;brasildepelotas_bra
confiança;parana;2;2;4;5;2;4;0;4;0;25;8;11;4;14;4;14;24;66;34;brazilserie;;8;8;2020;confiança_bra;parana_bra
juventude;crb;2;1;3;7;4;1;0;3;0;14;8;6;3;8;5;18;17;52;48;brazilgaucho;6931;8;8;2020;juventude_bra;crb_bra
operariopr;figueirense;3;1;4;5;6;1;0;1;0;16;10;10;5;6;5;27;27;53;47;brazilserie;;8;8;2020;operariopr_bra;figueirense_bra
cruzeiro;botafogosp;2;1;3;12;3;1;0;2;0;15;7;6;3;9;4;17;17;55;45;southamerica;;8;8;2020;cruzeiro_bra;botafogosp_bra
avai;nautico;3;1;4;6;4;3;0;4;0;17;11;7;6;10;5;22;19;41;59;brazilcopa;;8;8;2020;avai_bra;nautico_bra
vitoria;sampaiocorrea;1;0;1;1;8;4;0;1;0;11;15;6;8;5;7;14;14;57;43;southamerica;;8;8;2020;vitoria_bra;sampaiocorrea_bra
csa;guarani;1;0;1;0;13;5;0;4;0;8;14;4;5;4;9;18;17;29;71;brazilcopa;;8;9;2020;csa_bra;guarani_bra
pontepreta;americamineiro;0;1;1;4;3;2;0;0;0;16;10;5;4;11;6;18;13;52;48;brazilcopa;;8;9;2020;pontepreta_bra;americamineiro_bra
oeste;chapecoense;0;0;0;4;8;1;0;2;0;10;8;3;2;7;6;14;20;58;42;brazilserie;0;8;9;2020;oeste_bra;chapecoense_bra
botafogosp;confiança;2;0;2;3;3;4;0;5;0;8;11;5;0;3;11;26;19;37;63;brazilserie;;8;11;2020;botafogosp_bra;confiança_bra
brasildepelotas;pontepreta;1;1;2;1;4;3;0;3;0;8;10;3;2;5;8;14;17;41;59;brazilserie;;8;11;2020;brasildepelotas_bra;pontepreta_bra
sampaiocorrea;juventude;0;1;1;6;3;1;0;1;0;17;12;6;6;11;6;15;18;66;34;brazilserie;;8;11;2020;sampaiocorrea_bra;juventude_bra
guarani;cruzeiro;2;3;5;2;2;2;0;2;0;14;12;6;5;8;7;11;17;67;33;southamerica;;8;11;2020;guarani_bra;cruzeiro_bra
parana;avai;1;0;1;7;0;0;0;1;0;9;10;3;5;6;5;24;15;58;42;brazilcopa;;8;11;2020;parana_bra;avai_bra
americamineiro;cuiaba;0;1;1;6;5;0;0;0;0;15;14;7;7;8;7;13;15;58;42;brazilserie;;8;12;2020;americamineiro_bra;cuiaba_bra
figueirense;vitoria;0;0;0;4;5;5;1;3;0;12;15;4;2;8;13;20;19;47;53;southamerica;;8;12;2020;figueirense_bra;vitoria_bra
nautico;operariopr;0;0;0;9;7;4;0;3;0;13;9;4;5;9;4;24;21;40;60;europeuefa;;8;12;2020;nautico_bra;operariopr_bra
crb;oeste;1;0;1;4;2;2;0;5;0;6;4;5;2;1;2;16;18;53;47;brazilserie;;8;12;2020;crb_bra;oeste_bra
americamineiro;operariopr;1;1;2;6;0;1;0;1;0;16;6;9;4;7;2;20;20;47;53;brazilserie;;8;14;2020;americamineiro_bra;operariopr_bra
pontepreta;vitoria;3;3;6;5;5;1;0;4;0;20;16;5;6;15;10;20;16;53;47;brazilcopa;;8;14;2020;pontepreta_bra;vitoria_bra
parana;juventude;3;1;4;6;1;0;0;2;0;13;11;7;5;6;6;17;22;46;54;brazilcopa;;8;15;2020;parana_bra;juventude_bra
botafogosp;guarani;0;1;1;4;2;1;0;2;1;11;5;4;2;7;3;18;17;41;59;brazilserie;;8;15;2020;botafogosp_bra;guarani_bra
brasildepelotas;oeste;1;1;2;0;4;2;0;0;0;10;12;5;6;5;6;13;7;37;63;brazilserie;;8;15;2020;brasildepelotas_bra;oeste_bra
nautico;crb;1;1;2;5;4;3;0;1;0;17;16;4;3;13;13;13;14;36;64;europeuefa;6931;8;15;2020;nautico_bra;crb_bra
chapecoense;sampaiocorrea;1;0;1;2;4;3;0;0;0;15;13;5;7;10;6;24;18;47;53;brazilserie;;8;16;2020;chapecoense_bra;sampaiocorrea_bra
figueirense;cruzeiro;0;1;1;8;3;2;0;2;0;13;7;4;3;9;4;16;26;55;45;southamerica;;8;16;2020;figueirense_bra;cruzeiro_bra
